chr,Symbol
chr2,Gm24892
chr2,Gm24893
chr2,Gm24905
chr2,Gm24914
chr2,Gm24933
chr2,Gm24976
chr2,Gm24996
chr2,Gm25022
chr2,Gm25026
chr2,Gm25081
chr2,Gm25090
chr2,Gm25103
chr2,Gm25129
chr2,Gm25147
chr2,Gm25158
chr2,Gm25184
chr2,Gm25187
chr2,Gm25189
chr2,Gm25214
chr2,Gm25215
chr2,Gm25220
chr2,Gm25223
chr2,Gm25258
chr2,Gm25263
chr2,Gm25264
chr2,Gm25265
chr2,Gm25285
chr2,Gm25308
chr2,Gm25316
chr2,Gm25338
chr2,Gm25368
chr2,Gm25388
chr2,Gm25407
chr2,Gm25420
chr2,Gm25451
chr2,Gm25455
chr2,Gm25489
chr2,Gm25512
chr2,Gm25514
chr2,Gm25516
chr2,Gm25518
chr2,Gm25541
chr2,Gm25544
chr2,Gm25554
chr2,Gm25561
chr2,Gm25569
chr2,Gm25583
chr2,Gm25632
chr2,Gm25643
chr2,Gm25673
chr2,Gm25680
chr2,Gm25701
chr2,Gm25703
chr2,Gm25704
chr2,Gm25753
chr2,Gm25857
chr2,Gm25859
chr2,Gm25866
chr2,Gm25878
chr2,Gm25879
chr2,Gm25881
chr2,Gm25898
chr2,Gm25943
chr2,Gm25959
chr2,Gm25960
chr2,Gm25966
chr2,Gm25972
chr2,Gm25998
chr2,Gm26003
chr2,Gm26060
chr2,Gm26073
chr2,Gm26092
chr2,Gm26127
chr2,Gm26141
chr2,Gm26156
chr2,Gm26165
chr2,Gm26227
chr2,Gm26229
chr2,Gm26236
chr2,Gm26315
chr2,Gm26321
chr2,Gm26323
chr2,Gm26396
chr2,Gm26398
chr2,Gm26408
chr2,Gm26421
chr2,Gm26422
chr2,Gm26426
chr2,Gm26431
chr2,Gm26469
chr2,Gm26478
chr2,Gm26489
chr2,Gm26491
chr2,Gm26496
chr2,Gm26505
chr2,Gm26558
chr2,Gm26565
chr2,Gm26603
chr2,Gm26681
chr2,Gm26697
chr2,Gm26702
chr2,Gm26727
chr2,Gm26743
chr2,Gm26755
chr2,Gm26776
chr2,Gm26794
chr2,Gm26841
chr2,Gm26869
chr2,Gm26883
chr2,Gm26899
chr2,Gm27003
chr2,Gm27027
chr2,Gm27032
chr2,Gm27193
chr2,Gm27196
chr2,Gm27197
chr2,Gm27206
chr2,Gm27276
chr2,Gm27306
chr2,Gm27308
chr2,Gm27343
chr2,Gm27348
chr2,Gm27385
chr2,Gm27404
chr2,Gm27420
chr2,Gm27421
chr2,Gm27438
chr2,Gm27446
chr2,Gm27449
chr2,Gm27494
chr2,Gm27538
chr2,Gm27540
chr2,Gm27591
chr2,Gm27634
chr2,Gm27636
chr2,Gm27645
chr2,Gm27651
chr2,Gm27653
chr2,Gm27676
chr2,Gm27715
chr2,Gm27761
chr2,Gm27805
chr2,Gm27849
chr2,Gm27869
chr2,Gm27899
chr2,Gm27942
chr2,Gm27953
chr2,Gm27962
chr2,Gm28035
chr2,Gm28036
chr2,Gm28038
chr2,Gm28042
chr2,Gm28045
chr2,Gmeb2
chr2,Gnas
chr2,Golga1
chr2,Golga2
chr2,Gorasp2
chr2,Gpat2
chr2,Gpcpd1
chr2,Gpd2
chr2,Gpr21
chr2,Gpr107
chr2,Gpr144-ps
chr2,Gpr155
chr2,Gpr158
chr2,Gpr176
chr2,Gpsm1
chr2,Grb14
chr2,Grem1
chr2,Grin1
chr2,Grin1os
chr2,Gsn
chr2,Gss
chr2,Gssos1
chr2,Gssos2
chr2,Gtdc1
chr2,Gtf3c4
chr2,Gtf3c5
chr2,Gtsf1l
chr2,Gyltl1b
chr2,Gzf1
chr2,H2afb1
chr2,H3f3c
chr2,H13
chr2,HOXD3
chr2,Haglr
chr2,Hao1
chr2,Harbi1
chr2,Hat1
chr2,Haus2
chr2,Hc
chr2,Hck
chr2,Hdc
chr2,Helz2
chr2,Hipk3
chr2,Hmcn2
chr2,Hnf4a
chr2,Hnf4aos
chr2,Hnmt
chr2,Hnrnpa3
chr2,Hoxd1
chr2,Hoxd3
chr2,Hoxd3os1
chr2,Hoxd4
chr2,Hoxd8
chr2,Hoxd9
chr2,Hoxd10
chr2,Hoxd11
chr2,Hoxd12
chr2,Hoxd13
chr2,Hrh3
chr2,Hsd17b12
chr2,Hspa5
chr2,Hspa12b
chr2,Hspa14
chr2,Hspe1-ps5
chr2,Hypk
chr2,Id1
chr2,Idh3b
chr2,Ier5l
chr2,Ifih1
chr2,Ift52
chr2,Il1a
chr2,Il1b
chr2,Il1bos
chr2,Il1f5
chr2,Il1f6
chr2,Il1f8
chr2,Il1f9
chr2,Il1f10
chr2,Il1rn
chr2,Il2ra
chr2,Il15ra
chr2,Immp1l
chr2,Ino80
chr2,Inpp5e
chr2,Insm1
chr2,Ism1
chr2,Itch
chr2,Itga4
chr2,Itga6
chr2,Itga8
chr2,Itgav
chr2,Itgb6
chr2,Itih2
chr2,Itih5
chr2,Itpa
chr2,Itpa-ps1
chr2,Itpka
chr2,Itpripl1
chr2,Ivd
chr2,Jag1
chr2,Jmjd7
chr2,Jph2
chr2,Katnbl1
chr2,Kbtbd4
chr2,Kcna4
chr2,Kcnb1
chr2,Kcng1
chr2,Kcnh7
chr2,Kcnip3
chr2,Kcnj3
chr2,Kcnk15
chr2,Kcnq2
chr2,Kcns1
chr2,Kcnt1
chr2,Kif3b
chr2,Kif5c
chr2,Kif16b
chr2,Kif16bos
chr2,Kif18a
chr2,Kin
chr2,Kiz
chr2,Klhl23
chr2,Klhl41
chr2,Knstrn
chr2,Kynu
chr2,L3mbtl1
chr2,Lama5
chr2,Lamc3
chr2,Lamp5
chr2,Lamr1-ps1
chr2,Lbp
chr2,Lcmt2
chr2,Lcn2
chr2,Lcn3
chr2,Lcn4
chr2,Lcn5
chr2,Lcn6
chr2,Lcn8
chr2,Lcn9
chr2,Lcn10
chr2,Lcn11
chr2,Lcn12
chr2,Ldha-ps
chr2,Ldlrad3
chr2,Lgr4
chr2,Lhx2
chr2,Lhx3
chr2,Lhx6
chr2,Lime1
chr2,Lin7c
chr2,Lkaaear1
chr2,Lmo2
chr2,Lmx1b
chr2,Lnp
chr2,Lpcat4
chr2,Lpin3
chr2,Lrp1b
chr2,Lrp2
chr2,Lrp4
chr2,Lrrc4c
chr2,Lrrc8a
chr2,Lrrc26
chr2,Lrrc55
chr2,Lrrc57
chr2,Lrrn4
chr2,Lrsam1
chr2,Lsm14b
chr2,Ltk
chr2,Ly75
chr2,Lypd6
chr2,Lypd6b
chr2,Lzts3
chr2,Macrod2
chr2,Macrod2os1
chr2,Macrod2os2
chr2,Madd
chr2,Mafb
chr2,Mageb3
chr2,Mal
chr2,Mall
chr2,Malrd1
chr2,Mamdc4
chr2,Man1b1
chr2,Manbal
chr2,Map1a
chr2,Map1lc3a
chr2,Mapk8ip1
chr2,Mapkap1
chr2,Mapkbp1
chr2,Mapre1
chr2,7-Mar
chr2,Mastl
chr2,Matn4
chr2,Mavs
chr2,Mbd5
chr2,Mc3r
chr2,Mcm8
chr2,Mcm10
chr2,Mcts2
chr2,Mdk
chr2,Med19
chr2,Med22
chr2,Med27
chr2,Meig1
chr2,Meis2
chr2,Mertk
chr2,Metap1d
chr2,Mettl5
chr2,Mettl5os
chr2,Mettl8
chr2,Mettl15
chr2,Mfap1a
chr2,Mfap1b
chr2,Mga
chr2,Mgme1
chr2,Mipep-ps
chr2,Mir1a-1
chr2,Mir10b
chr2,Mir103-2
chr2,Mir124a-3
chr2,Mir126a
chr2,Mir129-2
chr2,Mir130a
chr2,Mir133a-2
chr2,Mir133c
chr2,Mir147
chr2,Mir181a-2
chr2,Mir181b-2
chr2,Mir195b
chr2,Mir199b
chr2,Mir219a-2
chr2,Mir296
chr2,Mir297a-2
chr2,Mir297a-3
chr2,Mir297a-4
chr2,Mir297b
chr2,Mir297c
chr2,Mir298
chr2,Mir466
chr2,Mir466b-1
chr2,Mir466b-2
chr2,Mir466b-3
chr2,Mir466b-4
chr2,Mir466b-5
chr2,Mir466b-6
chr2,Mir466b-7
chr2,Mir466b-8
chr2,Mir466c-1
chr2,Mir466c-2
chr2,Mir466d
chr2,Mir466e
chr2,Mir466f-1
chr2,Mir466f-2
chr2,Mir466f-3
chr2,Mir466g
chr2,Mir466h
chr2,Mir466l
chr2,Mir466m
chr2,Mir466n
chr2,Mir466o
chr2,Mir466p
chr2,Mir467a-1
chr2,Mir467a-2
chr2,Mir467a-3
chr2,Mir467a-4
chr2,Mir467a-5
chr2,Mir467a-6
chr2,Mir467a-7
chr2,Mir467a-8
chr2,Mir467a-9
chr2,Mir467a-10
chr2,Mir467b
chr2,Mir467c
chr2,Mir467d
chr2,Mir467e
chr2,Mir499
chr2,Mir511
chr2,Mir669a-1
chr2,Mir669a-2
chr2,Mir669a-3
chr2,Mir669a-4
chr2,Mir669a-5
chr2,Mir669a-6
chr2,Mir669a-7
chr2,Mir669a-8
chr2,Mir669a-9
chr2,Mir669a-10
chr2,Mir669a-11
chr2,Mir669a-12
chr2,Mir669b
chr2,Mir669c
chr2,Mir669d
chr2,Mir669d-2
chr2,Mir669e
chr2,Mir669f
chr2,Mir669g
chr2,Mir669h
chr2,Mir669i
chr2,Mir669j
chr2,Mir669k
chr2,Mir669l
chr2,Mir669m-1
chr2,Mir669m-2
chr2,Mir669o
chr2,Mir669p-1
chr2,Mir669p-2
chr2,Mir670
chr2,Mir674
chr2,Mir695
chr2,Mir1902
chr2,Mir1951
chr2,Mir1952
chr2,Mir1953
chr2,Mir1954
chr2,Mir1955
chr2,Mir2861
chr2,Mir3088
chr2,Mir3089
chr2,Mir3090
chr2,Mir3091
chr2,Mir3473g
chr2,Mir3474
chr2,Mir5128
chr2,Mir5129
chr2,Mir5622
chr2,Mir6335
chr2,Mir6336
chr2,Mir6337
chr2,Mir6339
chr2,Mir6340
chr2,Mir6419
chr2,Mir6973b
chr2,Mir6996
chr2,Mir6997
chr2,Mir6998
chr2,Mir6999
chr2,Mir7000
chr2,Mir7001
chr2,Mir7002
chr2,Mir7003
chr2,Mir7005
chr2,Mir7006
chr2,Mir7221
chr2,Mir7222
chr2,Mir7224
chr2,Mir7578
chr2,Mir7655
chr2,Mir7664
chr2,Mir7665
chr2,Mir7674
chr2,Mir7678
chr2,Mir7685
chr2,Mir8093
chr2,Mkks
chr2,Mllt10
chr2,Mmadhc
chr2,Mmp9
chr2,Mmp24
chr2,Mocs3
chr2,Morn5
chr2,Mpped2
chr2,Mrc1
chr2,Mrgbp
chr2,Mroh8
chr2,Mrpl23-ps1
chr2,Mrpl41
chr2,Mrps2
chr2,Mrps5
chr2,Mrps26
chr2,Mrrf
chr2,Msrb2
chr2,Mtch2
chr2,Mtg2
chr2,Mtx2
chr2,Muc15
chr2,Mvb12b
chr2,Mybl2
chr2,Mybpc3
chr2,Myef2
chr2,Myh7b
chr2,Myl9
chr2,Mylk2
chr2,Myo3a
chr2,Myo3b
chr2,Myt1
chr2,Naa20
chr2,Nacc2
chr2,Naif1
chr2,Nanp
chr2,Napb
chr2,Nat10
chr2,Ncaph
chr2,Nckap1
chr2,Ncoa3
chr2,Ncoa5
chr2,Ncoa6
chr2,Ncs1
chr2,Ndor1
chr2,Ndrg3
chr2,Ndufa8
chr2,Ndufaf1
chr2,Ndufaf5
chr2,Ndufs3
chr2,Neb
chr2,Nebl
chr2,Necab3
chr2,Nek6
chr2,Nelfb
chr2,Nelfcd
chr2,Nespas
chr2,Neurl2
chr2,Neurod1
chr2,Nfatc2
chr2,Nfe2l2
chr2,Nfs1
chr2,Ninl
chr2,Nkain4
chr2,Nkx2-2
chr2,Nkx2-2os
chr2,Nkx2-4
chr2,Nlk-ps1
chr2,Nmi
chr2,Nmt2
chr2,Nnat
chr2,Nol4l
chr2,Nop10
chr2,Nop56
chr2,Nostrin
chr2,Notch1
chr2,Noxa1
chr2,Npdc1
chr2,Npepl1
chr2,Nphp1
chr2,Nr1h3
chr2,Nr4a2
chr2,Nr5a1
chr2,Nr5a1os
chr2,Nr6a1
chr2,Nr6a1os
chr2,Nrarp
chr2,Nron
chr2,Nrsn2
chr2,Nsfl1c
chr2,Nsmf
chr2,Nsun6
chr2,Ntmt1
chr2,Ntng2
chr2,Ntsr1
chr2,Nudt5
chr2,Nup35
chr2,Nup160
chr2,Nup188
chr2,Nup214
chr2,Nusap1
chr2,Nutm1
chr2,Nxph2
chr2,Nxt1
chr2,Obp2a
chr2,Obp2b
chr2,Ocstamp
chr2,Odf2
chr2,Ogfr
chr2,Oip5
chr2,Ola1
chr2,Olah
chr2,Olfm1
chr2,Olfml2a
chr2,Olfr3
chr2,Olfr32
chr2,Olfr48
chr2,Olfr50
chr2,Olfr52
chr2,Olfr73
chr2,Olfr74
chr2,Olfr140
chr2,Olfr141
chr2,Olfr142
chr2,Olfr152
chr2,Olfr153
chr2,Olfr154
chr2,Olfr228
chr2,Olfr259
chr2,Olfr268-ps1
chr2,Olfr334-ps1
chr2,Olfr335-ps
chr2,Olfr336-ps1
chr2,Olfr337-ps1
chr2,Olfr338
chr2,Olfr339
chr2,Olfr340
chr2,Olfr341
chr2,Olfr342
chr2,Olfr343-ps1
chr2,Olfr344
chr2,Olfr345
chr2,Olfr346
chr2,Olfr347
chr2,Olfr348
chr2,Olfr349-ps1
chr2,Olfr350
chr2,Olfr351
chr2,Olfr352
chr2,Olfr353
chr2,Olfr354
chr2,Olfr355
chr2,Olfr356
chr2,Olfr357
chr2,Olfr358
chr2,Olfr359-ps1
chr2,Olfr360
chr2,Olfr361
chr2,Olfr362
chr2,Olfr363-ps
chr2,Olfr364-ps1
chr2,Olfr365
chr2,Olfr366
chr2,Olfr367-ps
chr2,Olfr368
chr2,Olfr475-ps1
chr2,Olfr987
chr2,Olfr988
chr2,Olfr990-ps1
chr2,Olfr992
chr2,Olfr993
chr2,Olfr994
chr2,Olfr995
chr2,Olfr996
chr2,Olfr997-ps1
chr2,Olfr998
chr2,Olfr999-ps1
chr2,Olfr1000
chr2,Olfr1001-ps1
chr2,Olfr1002
chr2,Olfr1003-ps1
chr2,Olfr1004-ps1
chr2,Olfr1006
chr2,Olfr1008
chr2,Olfr1009
chr2,Olfr1010
chr2,Olfr1012
chr2,Olfr1013
chr2,Olfr1014
chr2,Olfr1015
chr2,Olfr1016
chr2,Olfr1017-ps1
chr2,Olfr1018
chr2,Olfr1019
chr2,Olfr1020
chr2,Olfr1021-ps1
chr2,Olfr1022
chr2,Olfr1023
chr2,Olfr1024
chr2,Olfr1025-ps1
chr2,Olfr1026
chr2,Olfr1027-ps1
chr2,Olfr1028
chr2,Olfr1029
chr2,Olfr1030
chr2,Olfr1031
chr2,Olfr1032
chr2,Olfr1033
chr2,Olfr1034
chr2,Olfr1035-ps1
chr2,Olfr1036
chr2,Olfr1037
chr2,Olfr1038-ps
chr2,Olfr1039
chr2,Olfr1040
chr2,Olfr1042
chr2,Olfr1043
chr2,Olfr1044
chr2,Olfr1045
chr2,Olfr1046
chr2,Olfr1047
chr2,Olfr1048
chr2,Olfr1049
chr2,Olfr1050-ps1
chr2,Olfr1051
chr2,Olfr1052
chr2,Olfr1053
chr2,Olfr1054
chr2,Olfr1055
chr2,Olfr1056
chr2,Olfr1057
chr2,Olfr1058
chr2,Olfr1059-ps1
chr2,Olfr1061
chr2,Olfr1062
chr2,Olfr1063-ps1
chr2,Olfr1065
chr2,Olfr1066
chr2,Olfr1069-ps1
chr2,Olfr1073-ps1
chr2,Olfr1076
chr2,Olfr1077-ps1
chr2,Olfr1078-ps1
chr2,Olfr1079
chr2,Olfr1080
chr2,Olfr1081-ps1
chr2,Olfr1082
chr2,Olfr1083-ps
chr2,Olfr1084
chr2,Olfr1085
chr2,Olfr1086
chr2,Olfr1087
chr2,Olfr1089
chr2,Olfr1090
chr2,Olfr1093
chr2,Olfr1094
chr2,Olfr1095
chr2,Olfr1096-ps1
chr2,Olfr1097
chr2,Olfr1098
chr2,Olfr1099
chr2,Olfr1100
chr2,Olfr1101
chr2,Olfr1102
chr2,Olfr1103-ps1
chr2,Olfr1104
chr2,Olfr1105
chr2,Olfr1106
chr2,Olfr1107
chr2,Olfr1109
chr2,Olfr1110
chr2,Olfr1111
chr2,Olfr1112
chr2,Olfr1113
chr2,Olfr1115
chr2,Olfr1116-ps
chr2,Olfr1117-ps1
chr2,Olfr1118
chr2,Olfr1120
chr2,Olfr1121
chr2,Olfr1122
chr2,Olfr1123
chr2,Olfr1124
chr2,Olfr1126
chr2,Olfr1127-ps1
chr2,Olfr1128
chr2,Olfr1129
chr2,Olfr1130
chr2,Olfr1131
chr2,Olfr1132
chr2,Olfr1133
chr2,Olfr1134
chr2,Olfr1135
chr2,Olfr1136
chr2,Olfr1137
chr2,Olfr1138
chr2,Olfr1140
chr2,Olfr1141
chr2,Olfr1143
chr2,Olfr1144-ps1
chr2,Olfr1145
chr2,Olfr1146-ps1
chr2,Olfr1147-ps1
chr2,Olfr1148
chr2,Olfr1149-ps1
chr2,Olfr1150-ps1
chr2,Olfr1151
chr2,Olfr1152
chr2,Olfr1153
chr2,Olfr1154
chr2,Olfr1155
chr2,Olfr1156
chr2,Olfr1157
chr2,Olfr1158
chr2,Olfr1159-ps1
chr2,Olfr1160
chr2,Olfr1161
chr2,Olfr1162
chr2,Olfr1163
chr2,Olfr1164
chr2,Olfr1165-ps
chr2,Olfr1166
chr2,Olfr1167
chr2,Olfr1168
chr2,Olfr1169-ps1
chr2,Olfr1170
chr2,Olfr1171-ps1
chr2,Olfr1172-ps1
chr2,Olfr1173
chr2,Olfr1174-ps
chr2,Olfr1175-ps
chr2,Olfr1176
chr2,Olfr1177-ps
chr2,Olfr1178
chr2,Olfr1179
chr2,Olfr1180
chr2,Olfr1181
chr2,Olfr1182
chr2,Olfr1183
chr2,Olfr1184
chr2,Olfr1185-ps1
chr2,Olfr1186
chr2,Olfr1187-ps1
chr2,Olfr1188
chr2,Olfr1189
chr2,Olfr1191-ps1
chr2,Olfr1192-ps1
chr2,Olfr1193
chr2,Olfr1195
chr2,Olfr1196
chr2,Olfr1197
chr2,Olfr1198
chr2,Olfr1199
chr2,Olfr1200
chr2,Olfr1201
chr2,Olfr1202
chr2,Olfr1204
chr2,Olfr1205
chr2,Olfr1206
chr2,Olfr1208
chr2,Olfr1209
chr2,Olfr1211
chr2,Olfr1212
chr2,Olfr1213
chr2,Olfr1214
chr2,Olfr1215
chr2,Olfr1216
chr2,Olfr1217
chr2,Olfr1218
chr2,Olfr1219
chr2,Olfr1220
chr2,Olfr1221
chr2,Olfr1222
chr2,Olfr1223
chr2,Olfr1224-ps1
chr2,Olfr1225
chr2,Olfr1226
chr2,Olfr1228
chr2,Olfr1229
chr2,Olfr1230
chr2,Olfr1231
chr2,Olfr1232
chr2,Olfr1233
chr2,Olfr1234
chr2,Olfr1235-ps1
chr2,Olfr1238
chr2,Olfr1239
chr2,Olfr1240
chr2,Olfr1241
chr2,Olfr1242
chr2,Olfr1243
chr2,Olfr1245
chr2,Olfr1246
chr2,Olfr1247
chr2,Olfr1248
chr2,Olfr1249
chr2,Olfr1250
chr2,Olfr1251
chr2,Olfr1252
chr2,Olfr1253
chr2,Olfr1254
chr2,Olfr1255
chr2,Olfr1256
chr2,Olfr1257
chr2,Olfr1258
chr2,Olfr1259
chr2,Olfr1260
chr2,Olfr1261
chr2,Olfr1262
chr2,Olfr1263
chr2,Olfr1264
chr2,Olfr1265
chr2,Olfr1267-ps1
chr2,Olfr1268-ps1
chr2,Olfr1269
chr2,Olfr1270
chr2,Olfr1271
chr2,Olfr1272
chr2,Olfr1273-ps
chr2,Olfr1274-ps
chr2,Olfr1275
chr2,Olfr1276
chr2,Olfr1277
chr2,Olfr1278
chr2,Olfr1279
chr2,Olfr1280
chr2,Olfr1281
chr2,Olfr1282
chr2,Olfr1283
chr2,Olfr1284
chr2,Olfr1285
chr2,Olfr1286
chr2,Olfr1287
chr2,Olfr1288
chr2,Olfr1289
chr2,Olfr1290
chr2,Olfr1291-ps1
chr2,Olfr1292-ps1
chr2,Olfr1293-ps
chr2,Olfr1294
chr2,Olfr1295
chr2,Olfr1296-ps1
chr2,Olfr1297
chr2,Olfr1298
chr2,Olfr1299
chr2,Olfr1300-ps1
chr2,Olfr1301
chr2,Olfr1302
chr2,Olfr1303
chr2,Olfr1305
chr2,Olfr1306
chr2,Olfr1307
chr2,Olfr1308
chr2,Olfr1309
chr2,Olfr1310
chr2,Olfr1311
chr2,Olfr1312
chr2,Olfr1313
chr2,Olfr1314
chr2,Olfr1315-ps1
chr2,Olfr1316
chr2,Olfr1317
chr2,Olfr1318
chr2,Olfr1506
chr2,Oprl1
chr2,Optn
chr2,Orc4
chr2,Osbpl2
chr2,Osbpl6
chr2,Oser1
chr2,Otor
chr2,Otud1
chr2,Ovol2
chr2,Oxt
chr2,P2rx3
chr2,Pabpc1l
chr2,Pacsin3
chr2,Pak6
chr2,Pak7
chr2,Pamr1
chr2,Pank2
chr2,Pard6b
chr2,Patl2
chr2,Pax1
chr2,Pax6
chr2,Pax6os1
chr2,Pax8
chr2,Pbx3
chr2,Pced1a
chr2,Pcif1
chr2,Pck1
chr2,Pcmtd2
chr2,Pcna
chr2,Pcsk2
chr2,Pcsk2os1
chr2,Pcsk2os2
chr2,Pdcl
chr2,Pde1a
chr2,Pde11a
chr2,Pdhx
chr2,Pdia3
chr2,Pdk1
chr2,Pdrg1
chr2,Pdss1
chr2,Pdyn
chr2,Pet117
chr2,Pex13-ps
chr2,Pex16
chr2,Pfdn4
chr2,Pfkfb3
chr2,Phactr3
chr2,Phf19
chr2,Phf20
chr2,Phf21a
chr2,Phgr1
chr2,Phospho2
chr2,Phpt1
chr2,Phyh
chr2,Phyhd1
chr2,Pigt
chr2,Pigu
chr2,Pin1rt1
chr2,Pip4k2a
chr2,Pip5kl1
chr2,Pkig
chr2,Pkn3
chr2,Pkp4
chr2,Pla2g4b
chr2,Pla2g4d
chr2,Pla2g4e
chr2,Pla2g4f
chr2,Pla2r1
chr2,Plagl2
chr2,Plcb1
chr2,Plcb2
chr2,Plcb4
chr2,Plcg1
chr2,Plekha3
chr2,Pltp
chr2,Plxdc2
chr2,Pmepa1
chr2,Pmepa1os
chr2,Pmpca
chr2,Pnpla7
chr2,Pofut1
chr2,Polr1b
chr2,Polr3f
chr2,Polr3k
chr2,Pomt1
chr2,Ppapdc3
chr2,Ppdpf
chr2,Ppig
chr2,Ppip5k1
chr2,Ppp1r1c
chr2,Ppp1r3d
chr2,Ppp1r14d
chr2,Ppp1r16b
chr2,Ppp1r26
chr2,Ppp2r4
chr2,Ppp4r1l-ps
chr2,Ppp6c
chr2,Pramel6
chr2,Pramel7
chr2,Prdm11
chr2,Prdm12
chr2,Prdx6b
chr2,Prex1
chr2,Prg2
chr2,Prg3
chr2,Prkcq
chr2,Prkra
chr2,Prnd
chr2,Prnp
chr2,Procr
chr2,Prokr2
chr2,Prom2
chr2,Proser2
chr2,Prpf6
chr2,Prpf18
chr2,Prpf40a
chr2,Prr5l
chr2,Prrc2b
chr2,Prrg4
chr2,Prrx2
chr2,Psd4
chr2,Psma7
chr2,Psmb7
chr2,Psmc3
chr2,Psmd5
chr2,Psmd14
chr2,Psmf1
chr2,Pter
chr2,Ptf1a
chr2,Ptf1aos
chr2,Ptgds
chr2,Ptges
chr2,Ptges2
chr2,Ptgis
chr2,Ptgs1
chr2,Ptk6
chr2,Ptpla
chr2,Ptpmt1
chr2,Ptpn1
chr2,Ptpra
chr2,Ptprj
chr2,Ptprt
chr2,Ptprtos
chr2,Ptrh1
chr2,Pxmp4
chr2,Pygb
chr2,Qrfp
chr2,Qser1
chr2,Qsox2
chr2,R3hdml
chr2,RP23-17P12.14
chr2,RP23-21N12.1
chr2,RP23-21N12.2
chr2,RP23-29K12.9
chr2,RP23-55M21.1
chr2,RP23-75E19.2
chr2,RP23-90N15.1
chr2,RP23-113H3.2
chr2,RP23-117O11.4
chr2,RP23-132A3.5
chr2,RP23-142N2.3
chr2,RP23-156P22.9
chr2,RP23-173O12.4
chr2,RP23-180A8.3
chr2,RP23-234E8.5
chr2,RP23-245K23.3
chr2,RP23-259N17.5
chr2,RP23-263L18.2
chr2,RP23-291N19.2
chr2,RP23-313J15.16
chr2,RP23-313J15.17
chr2,RP23-315H12.7
chr2,RP23-319N14.1
chr2,RP23-326F22.4
chr2,RP23-353H5.4
chr2,RP23-355H24.3
chr2,RP23-396G1.4
chr2,RP23-419O21.1
chr2,RP23-431O5.2
chr2,RP23-466K24.2
chr2,RP24-118I4.1
chr2,Rab14
chr2,Rab22a
chr2,Rabepk
chr2,Rabgap1
chr2,Rabl6
chr2,Rad21l
chr2,Rad51
chr2,Rae1
chr2,Rag1
chr2,Rag2
chr2,Ralgapa2
chr2,Ralgapb
chr2,Ralgds
chr2,Ralgps1
chr2,Raly
chr2,Rap1a-ps2
chr2,Rapgef1
chr2,Rapgef4
chr2,Rapgef4os1
chr2,Rapgef4os2
chr2,Rapgef4os3
chr2,Rapsn
chr2,Rasgrp1
chr2,Rassf2
chr2,Rbbp8nl
chr2,Rbbp9
chr2,Rbck1
chr2,Rbl1
chr2,Rbm12
chr2,Rbm17
chr2,Rbm18
chr2,Rbm38
chr2,Rbm39
chr2,Rbm43
chr2,Rbm45
chr2,Rbms1
chr2,Rbmx2-ps
chr2,Rbpjl
chr2,Rc3h2
chr2,Rcn1
chr2,Rem1
chr2,Rexo4
chr2,Rgs19
chr2,Rhov
chr2,Rif1
chr2,Rims4
chr2,Rin2
chr2,Rmdn3
chr2,Rnd3
chr2,Rnf24
chr2,Rnf114
chr2,Rnf208
chr2,Rnf224
chr2,Romo1
chr2,Rpap1
chr2,Rpl5-ps2
chr2,Rpl7a
chr2,Rpl9-ps7
chr2,Rpl10-ps1
chr2,Rpl12
chr2,Rpl15-ps4
chr2,Rpl21-ps9
chr2,Rpl23a-ps4
chr2,Rpl26-ps5
chr2,Rpl30-ps3
chr2,Rpl30-ps5
chr2,Rpl35
chr2,Rpl35a-ps4
chr2,Rpl35-ps1
chr2,Rpl36a-ps4
chr2,Rpn2
chr2,Rpp38
chr2,Rprd1b
chr2,Rprm
chr2,Rps6-ps4
chr2,Rps8-ps2
chr2,Rps12-ps10
chr2,Rps13-ps6
chr2,Rps13-ps8
chr2,Rps15a-ps7
chr2,Rps19-ps7
chr2,Rps21
chr2,Rpsa-ps9
chr2,Rpusd2
chr2,Rrbp1
chr2,Rspo4
chr2,Rspo4os
chr2,Rsu1
chr2,Rtel1
chr2,Rtf1
chr2,Rtfdc1
chr2,Rtn4rl2
chr2,Rxra
chr2,Ryr3
chr2,Sall4
chr2,Samd10
chr2,Samhd1
chr2,Sapcd2
chr2,Sardh
chr2,Sardhos
chr2,Scai
chr2,Scand1
chr2,Scg5
chr2,Scn1a
chr2,Scn2a1
chr2,Scn3a
chr2,Scn7a
chr2,Scn9a
chr2,Scp2d1
chr2,Scrn3
chr2,Scrt2
chr2,Sdc4
chr2,Sdcbp2
chr2,Sdccag3
chr2,Sec16a
chr2,Sec23b
chr2,Sec61a2
chr2,Secisbp2l
chr2,Sel1l2
chr2,Sema6d
chr2,Sephs1
chr2,Serf2
chr2,Serinc3
chr2,Serinc4
chr2,Serping1
chr2,Sestd1
chr2,Set
chr2,Setx
chr2,Sfmbt2
chr2,Sgk2
chr2,Sh2d3c
chr2,Sh3d2c-ps1
chr2,Sh3glb2
chr2,Shc4
chr2,Shf
chr2,Siglec1
chr2,Sirpa
chr2,Skida1
chr2,Sla2
chr2,Slc1a2
chr2,Slc2a4rg-ps
chr2,Slc2a6
chr2,Slc2a8
chr2,Slc2a10
chr2,Slc4a10
chr2,Slc4a11
chr2,Slc5a12
chr2,Slc9a8
chr2,Slc12a1
chr2,Slc12a5
chr2,Slc12a6
